"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Paroaria dominicana",33927,"species","reccar2","Red-cowled Cardinal","Passeriformes","Thraupidae",NA,"Red-cowled Cardinal"
"Paroaria nigrogenis",33928,"species","reccar3","Masked Cardinal","Passeriformes","Thraupidae",NA,"Masked Cardinal"
"Paroaria gularis",33929,"species","reccar4","Red-capped Cardinal","Passeriformes","Thraupidae",NA,"Red-capped Cardinal"
"Paroaria gularis gularis",33930,"issf","reccar5","Red-capped Cardinal (Red-capped)","Passeriformes","Thraupidae","reccar4","Red-capped Cardinal (Red-capped)"
"Paroaria gularis cervicalis",33931,"issf","reccar6","Red-capped Cardinal (Bolivian)","Passeriformes","Thraupidae","reccar4","Red-capped Cardinal (Bolivian)"
"Uraeginthus bengalus",30715,"species","reccor","Red-cheeked Cordonbleu","Passeriformes","Estrildidae",NA,"פרושית אדומת-לחי"
"Ampelion rubrocristatus",15482,"species","reccot1","Red-crested Cotinga","Passeriformes","Cotingidae",NA,"Red-crested Cotinga"
"Coua ruficeps",3040,"species","reccou1","Red-capped Coua-","Cuculiformes","Cuculidae",NA,"Red-capped Coua-"
"Coua ruficeps ruficeps",3041,"issf","reccou2","Red-capped Coua","Cuculiformes","Cuculidae","reccou1","Red-capped Coua"
"Coua ruficeps olivaceiceps",3042,"issf","reccou3","Olive-capped Coua","Cuculiformes","Cuculidae","reccou1","Olive-capped Coua"
"Grus japonensis",5648,"species","reccra1","Red-crowned Crane","Gruiformes","Gruidae",NA,"Red-crowned Crane"
"Sylvietta ruficapilla",22342,"species","reccro1","Red-capped Crombec","Passeriformes","Macrosphenidae",NA,"Red-capped Crombec"
"Cuculus solitarius",3385,"species","reccuc1","Red-chested Cuckoo","Cuculiformes","Cuculidae",NA,"Red-chested Cuckoo"
"Streptopelia tranquebarica",2060,"species","recdov1","Red Collared-Dove","Columbiformes","Columbidae",NA,"תור צווארון אדום"
"Coryphospingus cucullatus",34919,"species","recfin1","Red-crested Finch","Passeriformes","Thraupidae",NA,"Red-crested Finch"
"Dicaeum geelvinkianum",29421,"species","recflo1","Red-capped Flowerpecker","Passeriformes","Dicaeidae",NA,"Red-capped Flowerpecker"
"Dicaeum maugei",29446,"species","recflo2","Red-chested Flowerpecker","Passeriformes","Dicaeidae",NA,"Red-chested Flowerpecker"
"Sarothrura rufa",5155,"species","recflu1","Red-chested Flufftail","Gruiformes","Sarothruridae",NA,"Red-chested Flufftail"
"Accipiter tachiro macroscelides",7897,"issf","recgos2","African Goshawk (Banded)","Accipitriformes","Accipitridae","afrgos1","African Goshawk (Banded)"
"Accipiter tachiro toussenelii/canescens",7898,"issf","recgos3","African Goshawk (Red-chested)","Accipitriformes","Accipitridae","afrgos1","African Goshawk (Red-chested)"
"Accipiter tachiro lopezi",7901,"issf","recgos4","African Goshawk (Bioko)","Accipitriformes","Accipitridae","afrgos1","African Goshawk (Bioko)"
"Calandrella cinerea",22122,"species","reclar1","Red-capped Lark","Passeriformes","Alaudidae",NA,"Red-capped Lark"
"Vini rubrigularis",12253,"species","reclor1","Red-chinned Lorikeet","Psittaciformes","Psittaculidae",NA,"Red-chinned Lorikeet"
"Dasylophus superciliosus",3167,"species","recmal1","Red-crested Malkoha","Cuculiformes","Cuculidae",NA,"Red-crested Malkoha"
"Malimbus coronatus",30086,"species","recmal2","Red-crowned Malimbe","Passeriformes","Ploceidae",NA,"Red-crowned Malimbe"
"Ceratopipra mentalis",15424,"species","recman1","Red-capped Manakin","Passeriformes","Pipridae",NA,"Red-capped Manakin"
"Myzomela rosenbergii",17600,"species","recmyz1","Red-collared Myzomela","Passeriformes","Meliphagidae",NA,"Red-collared Myzomela"
"Myzomela rosenbergii rosenbergii/wahgiensis",17601,"issf","recmyz2","Red-collared Myzomela (Red-collared)-","Passeriformes","Meliphagidae","recmyz1","Red-collared Myzomela (Red-collared)-"
"Myzomela rosenbergii longirostris",17604,"issf","recmyz3","Long-billed Myzomela","Passeriformes","Meliphagidae","recmyz1","Long-billed Myzomela"
"Glaucidium tephronotum",8772,"species","recowl1","Red-chested Owlet","Strigiformes","Strigidae",NA,"Red-chested Owlet"
"Glaucidium tephronotum tephronotum",8773,"issf","recowl2","Red-chested Owlet (Western)","Strigiformes","Strigidae","recowl1","Red-chested Owlet (Western)"
"Glaucidium tephronotum pycrafti",8774,"issf","recowl3","Red-chested Owlet (Pycraft's)","Strigiformes","Strigidae","recowl1","Red-chested Owlet (Pycraft's)"
"Glaucidium tephronotum medje",8775,"issf","recowl4","Red-chested Owlet (Eastern)","Strigiformes","Strigidae","recowl1","Red-chested Owlet (Eastern)"
"Amazona viridigenalis",12563,"species","recpar","Red-crowned Amazon","Psittaciformes","Psittacidae",NA,"Red-crowned Amazon"
"Purpureicephalus spurius",12183,"species","recpar1","Red-capped Parrot","Psittaciformes","Psittaculidae",NA,"Red-capped Parrot"
"Geoffroyus geoffroyi",11983,"species","recpar2","Red-cheeked Parrot","Psittaciformes","Psittaculidae",NA,"Red-cheeked Parrot"
"Pionopsitta pileata",12508,"species","recpar3","Pileated Parrot","Psittaciformes","Psittacidae",NA,"Pileated Parrot"
"Charadrius ruficapillus",5821,"species","recplo1","Red-capped Plover","Charadriiformes","Charadriidae",NA,"חופמי אדום-כיפה"
"Netta rufina",610,"species","recpoc","Red-crested Pochard","Anseriformes","Anatidae",NA,"נטה אדומת-ראש"
"Petroica goodenovii",21269,"species","recrob1","Red-capped Robin","Passeriformes","Petroicidae",NA,"Red-capped Robin"
"Cinnyris erythrocercus",29756,"species","recsun2","Red-chested Sunbird","Passeriformes","Nectariniidae",NA,"Red-chested Sunbird"
"Hirundo lucida",23621,"species","recswa1","Red-chested Swallow","Passeriformes","Hirundinidae",NA,"Red-chested Swallow"
"Tauraco erythrolophus",2969,"species","rectur1","Red-crested Turaco","Musophagiformes","Musophagidae",NA,"Red-crested Turaco"
"Euplectes laticauda/ardens",30334,"slash","recwid1","Red-cowled/Red-collared Widowbird","Passeriformes","Ploceidae",NA,"Red-cowled/Red-collared Widowbird"
"Euplectes laticauda",30330,"species","recwid2","Red-cowled Widowbird","Passeriformes","Ploceidae",NA,"Red-cowled Widowbird"
"Euplectes ardens",30333,"species","recwid3","Red-collared Widowbird","Passeriformes","Ploceidae",NA,"Red-collared Widowbird"
"Dryobates borealis",11109,"species","recwoo","Red-cockaded Woodpecker","Piciformes","Picidae",NA,"Red-cockaded Woodpecker"
"Melanerpes rubricapillus",10860,"species","recwoo1","Red-crowned Woodpecker","Piciformes","Picidae",NA,"Red-crowned Woodpecker"
"Picus rabieri",11324,"species","recwoo2","Red-collared Woodpecker","Piciformes","Picidae",NA,"Red-collared Woodpecker"
"Amandava amandava",30705,"species","redava","Red Avadavat","Passeriformes","Estrildidae",NA,"פרושית אדומה"
"Amandava amandava amandava/punicea",30706,"issf","redava1","Red Avadavat (Red-bellied)","Passeriformes","Estrildidae","redava","פרושית אדומה (אדומת-בטן)"
"Amandava amandava flavidiventris",30709,"issf","redava2","Red Avadavat (Yellow-bellied)","Passeriformes","Estrildidae","redava","פרושית אדומה (צהובת-בטן)"
"Euplectes orix",30300,"species","redbis","Southern Red Bishop","Passeriformes","Ploceidae",NA,"Southern Red Bishop"
"Loxia curvirostra",31835,"species","redcro","Red Crossbill","Passeriformes","Fringillidae",NA,"צלוב-מקור אדום"
"Loxia curvirostra (type 1)",31863,"form","redcro1","Red Crossbill (Appalachian or type 1)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 1)"
"Loxia curvirostra (type 10)",31871,"form","redcro10","Red Crossbill (Sitka Spruce or type 10)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 10)"
"Loxia curvirostra corsicana",31836,"issf","redcro11","Red Crossbill (Corsican)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (קורסיקה)"
"Loxia curvirostra balearica",31837,"issf","redcro12","Red Crossbill (Balearic)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (בלארי)"
"Loxia curvirostra poliogyna",31838,"issf","redcro13","Red Crossbill (North African)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (צפון אפריקה)"
"Loxia curvirostra guillemardi",31839,"issf","redcro14","Red Crossbill (Cyprus)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (קפריסאי)"
"Loxia curvirostra mariae",31840,"issf","redcro15","Red Crossbill (Crimean)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (חצי האי קרים)"
"Loxia curvirostra altaiensis",31841,"issf","redcro16","Red Crossbill (Altai)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (הרי האלטאי)"
"Loxia curvirostra tianschanica",31842,"issf","redcro17","Red Crossbill (Tien Shan)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (הרי טיאן שאן)"
"Loxia curvirostra himalayensis",31843,"issf","redcro18","Red Crossbill (Himalayan)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (הימלאיה)"
"Loxia curvirostra meridionalis",31844,"issf","redcro19","Red Crossbill (Dalat)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (וייטנאם)"
"Loxia curvirostra (type 2)",31864,"form","redcro2","Red Crossbill (Ponderosa Pine or type 2)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 2)"
"Loxia curvirostra japonica",31845,"issf","redcro20","Red Crossbill (Japanese)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (יפני)"
"Loxia curvirostra luzoniensis",31846,"issf","redcro21","Red Crossbill (Luzon)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (פיליפינים)"
"Loxia curvirostra (type A)",31848,"form","redcro22","Red Crossbill (Wandering or type A)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type A)"
"Loxia curvirostra (type B)",31849,"form","redcro23","Red Crossbill (Bohemian or type B)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type B)"
"Loxia curvirostra (type C)",31850,"form","redcro24","Red Crossbill (Glip or type C)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type C)"
"Loxia curvirostra (type D)",31851,"form","redcro25","Red Crossbill (Phantom or type D)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type D)"
"Loxia curvirostra (type E)",31852,"form","redcro26","Red Crossbill (Parakeet or type E)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type E)"
"Loxia curvirostra (type F)",31853,"form","redcro27","Red Crossbill (Scarce or type F)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type F)"
"Loxia curvirostra (type X)",31854,"form","redcro28","Red Crossbill (Parakeet or type X)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type X)"
"Loxia curvirostra mesamericana",31872,"issf","redcro29","Red Crossbill (Central American or type 11)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (מרכז אמריקה)"
"Loxia curvirostra (type 3)",31865,"form","redcro3","Red Crossbill (Western Hemlock or type 3)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 3)"
"Loxia curvirostra (type 12)",31873,"form","redcro39","Red Crossbill (Northeastern or type 12)","Passeriformes","Fringillidae","redcro","צלוב-מקור (צפון-מזרחי או טיפוס 12)"
"Loxia curvirostra (type 4)",31866,"form","redcro4","Red Crossbill (Douglas-fir or type 4)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 4)"
"Loxia curvirostra (type 5)",31867,"form","redcro5","Red Crossbill (Lodgepole Pine or type 5)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 5)"
"Loxia curvirostra (type 6)",31868,"form","redcro6","Red Crossbill (Sierra Madre or type 6)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 6)"
"Loxia curvirostra (type 7)",31869,"form","redcro7","Red Crossbill (Enigmatic or type 7)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 7)"
"Loxia curvirostra (type 8)",31870,"form","redcro8","Red Crossbill (Newfoundland or type 8)","Passeriformes","Fringillidae","redcro","צלוב-מקור אדום (type 8)"
"Loxia sinesciuris",31875,"species","redcro9","Cassia Crossbill","Passeriformes","Fringillidae",NA,"Cassia Crossbill"
"Egretta rufescens",7363,"species","redegr","Reddish Egret","Pelecaniformes","Ardeidae",NA,"Reddish Egret"
"Foudia madagascariensis",30285,"species","redfod1","Red Fody","Passeriformes","Ploceidae",NA,"Red Fody"
"Erythrotriorchis radiatus",8080,"species","redgos1","Red Goshawk","Accipitriformes","Accipitridae",NA,"Red Goshawk"
"Aythya americana",617,"species","redhea","Redhead","Anseriformes","Anatidae",NA,"צולל אמריקני"
"Phaethornis ruber",4263,"species","redher1","Reddish Hermit","Caprimulgiformes","Trochilidae",NA,"Reddish Hermit"
"Gallus gallus",1544,"species","redjun","Red Junglefowl","Galliformes","Phasianidae",NA,"תרנגול בר"
"Gallus gallus (Domestic type)",1550,"domestic","redjun1","Red Junglefowl (Domestic type)","Galliformes","Phasianidae","redjun","תרנגול בר (מבוית)"
"Milvus milvus",8083,"species","redkit1","Red Kite","Accipitriformes","Accipitridae",NA,"דיה אדומה"
"Milvus milvus milvus",8084,"issf","redkit2","Red Kite (Red)","Accipitriformes","Accipitridae","redkit1","דיה אדומה (אירופית)"
"Milvus milvus fasciicauda",8085,"issf","redkit3","Red Kite (Cape Verde)","Accipitriformes","Accipitridae","redkit1","דיה אדומה (כף ורדה)"
"Calidris canutus",5985,"species","redkno","Red Knot","Charadriiformes","Scolopacidae",NA,"חופית להקנית"
"Eos bornea",12317,"species","redlor1","Red Lory","Psittaciformes","Psittaculidae",NA,"Red Lory"
"Myzomela cruentata",17522,"species","redmyz1","Red Myzomela-","Passeriformes","Meliphagidae",NA,"Red Myzomela-"
"Myzomela cruentata cruentata/coccinea",17523,"issf","redmyz2","Red Myzomela","Passeriformes","Meliphagidae","redmyz1","Red Myzomela"
"Myzomela cruentata [erythrina Group]",17526,"issf","redmyz3","Reddish Myzomela","Passeriformes","Meliphagidae","redmyz1","Reddish Myzomela"
"Phalaropus fulicarius",6112,"species","redpha1","Red Phalarope","Charadriiformes","Scolopacidae",NA,"שחיינית רחבת-מקור"
"Acanthis flammea/hornemanni",31831,"slash","redpol","Redpoll (Common/Hoary)","Passeriformes","Fringillidae",NA,"תפוחית שחורת-סנטר (שחורת-סנטר/צפונית)"
"Acanthis sp.",31832,"spuh","redpol1","Redpoll","Passeriformes","Fringillidae",NA,"תפוחית שחורת-סנטר"
"Aphanapteryx bonasia",5238,"species","redrai1","Red Rail","Gruiformes","Rallidae",NA,"Red Rail"
"Spatula platalea",459,"species","redsho1","Red Shoveler","Anseriformes","Anatidae",NA,"Red Shoveler"
"Spinus cucullatus",31969,"species","redsis1","Red Siskin","Passeriformes","Fringillidae",NA,"Red Siskin"
"Galloperdix spadicea",1520,"species","redspu1","Red Spurfowl","Galliformes","Phasianidae",NA,"Red Spurfowl"
"Phoenicurus sp.",29002,"spuh","redsta1","redstart sp.","Passeriformes","Muscicapidae",NA,"חכלילית בלתי-מזוהה"
"Pyrrholaemus brunneus",17891,"species","redthr1","Redthroat","Passeriformes","Acanthizidae",NA,"Redthroat"
"Cardellina rubra",33648,"species","redwar1","Red Warbler","Passeriformes","Parulidae",NA,"Red Warbler"
"Cardellina rubra melanauris",33649,"issf","redwar2","Red Warbler (Gray-cheeked)","Passeriformes","Parulidae","redwar1","Red Warbler (Gray-cheeked)"
"Cardellina rubra rubra/rowleyi",33650,"issf","redwar3","Red Warbler (White-cheeked)","Passeriformes","Parulidae","redwar1","Red Warbler (White-cheeked)"
"Anthochaera carunculata",17422,"species","redwat1","Red Wattlebird","Passeriformes","Meliphagidae",NA,"Red Wattlebird"
"Turdus iliacus",27854,"species","redwin","Redwing","Passeriformes","Turdidae",NA,"קיכלי לבן-גבה"
"Turdus iliacus coburni",27855,"issf","redwin1","Redwing (Icelandic)","Passeriformes","Turdidae","redwin","קיכלי לבן-גבה (איסלנדי)"
"Turdus iliacus iliacus",27856,"issf","redwin2","Redwing (Eurasian)","Passeriformes","Turdidae","redwin","קיכלי לבן-גבה (אירואסייתי)"
"Pycnonotus brunneus",24090,"species","reebul1","Red-eyed Bulbul","Passeriformes","Pycnonotidae",NA,"Red-eyed Bulbul"
"Emberiza schoeniclus",32132,"species","reebun","Reed Bunting","Passeriformes","Emberizidae",NA,"גיבתון סוף"
"Streptopelia semitorquata",2051,"species","reedov1","Red-eyed Dove","Columbiformes","Columbidae",NA,"Red-eyed Dove"
"Stagonopleura oculata",30369,"species","reefir1","Red-eared Firetail","Passeriformes","Estrildidae",NA,"Red-eared Firetail"
"Ptilinopus fischeri fischeri/centralis",2583,"issf","reefrd1","Red-eared Fruit-Dove (Red-eared)","Columbiformes","Columbidae","refdov1","Red-eared Fruit-Dove (Red-eared)"
"Ptilinopus fischeri meridionalis",2586,"issf","reefrd2","Red-eared Fruit-Dove (Lompobattang)","Columbiformes","Columbidae","refdov1","Red-eared Fruit-Dove (Lompobattang)"
"Pyrrhura hoematotis",12721,"species","reepar1","Red-eared Parakeet","Psittaciformes","Psittacidae",NA,"Red-eared Parakeet"
"Erythrura coloria",30553,"species","reepar2","Red-eared Parrotfinch","Passeriformes","Estrildidae",NA,"Red-eared Parrotfinch"
"Calamornis heudei",24882,"species","reepar3","Reed Parrotbill","Passeriformes","Sylviidae",NA,"Reed Parrotbill"
"Calamornis heudei heudei",24884,"issf","reepar4","Reed Parrotbill (Reed)","Passeriformes","Sylviidae","reepar3","Reed Parrotbill (Reed)"
"Calamornis heudei polivanovi",24883,"issf","reepar5","Reed Parrotbill (Northern)","Passeriformes","Sylviidae","reepar3","Reed Parrotbill (Northern)"
"Syrmaticus reevesii",1395,"species","reephe1","Reeves's Pheasant","Galliformes","Phasianidae",NA,"Reeves's Pheasant"
"Dryoscopus senegalensis",19564,"species","reepuf1","Red-eyed Puffback","Passeriformes","Malaconotidae",NA,"Red-eyed Puffback"
"Phacellodomus erythrophthalmus/ferrugineigula",14970,"slash","reetho1","Orange-eyed/Orange-breasted Thornbird","Passeriformes","Furnariidae",NA,"Orange-eyed/Orange-breasted Thornbird"
"Vireo olivaceus/chivi",18811,"slash","reevir","Red-eyed/Chivi Vireo","Passeriformes","Vireonidae",NA,"Red-eyed/Chivi Vireo"
"Vireo olivaceus",18795,"species","reevir1","Red-eyed Vireo","Passeriformes","Vireonidae",NA,"וידאו אדום-עין"
"Vireo chivi chivi/diversus",18808,"issf","reevir2","Chivi Vireo (migratory)","Passeriformes","Vireonidae","chivir1","Chivi Vireo (migratory)"
"Vireo chivi [agilis Group]",18800,"issf","reevir3","Chivi Vireo (resident)","Passeriformes","Vireonidae","chivir1","Chivi Vireo (resident)"
"Parmoptila rubrifrons",30598,"species","refant1","Red-fronted Antpecker","Passeriformes","Estrildidae",NA,"Red-fronted Antpecker"
"Lybius rubrifacies",10364,"species","refbar1","Red-faced Barbet","Piciformes","Lybiidae",NA,"Red-faced Barbet"
"Tricholaema diademata",10328,"species","refbar2","Red-fronted Barbet","Piciformes","Lybiidae",NA,"Red-fronted Barbet"
"Tarsiger cyanurus",28854,"species","refblu","Red-flanked/Qilian Bluetail","Passeriformes","Muscicapidae",NA,"כחול זנב/כחול זנב מזרחי"
"Tarsiger cyanurus cyanurus",28855,"issf","refblu1","Red-flanked Bluetail","Passeriformes","Muscicapidae","refblu","כחול זנב"
