SciName,campaign,year,season,unit,subunit,site,point_name,habitat,lon,lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250
Galerida cristata,T0,2012,Spring,Arid South,NA,Samar,Samar Far 4,NA,35.01208,29.83699,19/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,2
Merops cyanophrys,T0,2012,Spring,Arid South,NA,Samar,Samar Far 4,NA,35.01208,29.83699,19/05/2012 00:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,grnbee2,2
Ammomanes deserti,T0,2012,Spring,Arid South,NA,Samar,Samar Far 5,NA,35.02203,29.84778,19/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,deslar1,1
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Samar,Samar Far 5,NA,35.02203,29.84778,19/05/2012 00:00,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,eucdov,0
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Samar,Samar Far 6,NA,35.03058,29.83986,19/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,whsbul1,2
Riparia riparia,T0,2012,Spring,Arid South,NA,Samar,Samar Far 6,NA,35.03058,29.83986,19/05/2012 00:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,banswa,0
Argya squamiceps,T0,2012,Spring,Arid South,NA,Samar,Samar Far 6,NA,35.03058,29.83986,19/05/2012 00:00,NA,0,3,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,arabab1,3
Buteo buteo,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,combuz1,1
Delichon urbicum,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,5,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,cohmar1,5
Hirundo rustica,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,20,20,0,0,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,barswa,40
Muscicapa striata,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,spofly1,1
Passer domesticus,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,10,14,0,0,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,houspa,24
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,0,3,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,whsbul1,3
Riparia riparia,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,20,20,0,0,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,banswa,40
Spilopelia senegalensis,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,laudov1,1
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,6,4,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,10
Upupa epops,T0,2012,Spring,Arid South,NA,Samar,Samar Near 1,NA,35.0241,29.83468,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,hoopoe,1
Buteo buteo,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,combuz1,1
Corvus ruficollis,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,brnrav1,0
Delichon urbicum,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,10,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,cohmar1,10
Cercotrichas galactotes,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,rutscr1,1
Iduna pallida,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar1,1
Hirundo rustica,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,30,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,barswa,30
Lanius nubicus,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,masshr1,1
Muscicapa striata,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,spofly1,1
Passer domesticus,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,10,0,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,houspa,10
Pernis apivorus,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,euhbuz1,0
Prinia gracilis,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,grapri1,2
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,whsbul1,4
Riparia riparia,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,30,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,banswa,30
Spilopelia senegalensis,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,laudov1,4
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Samar,Samar Near 2,NA,35.01959,29.83622,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,1
Delichon urbicum,T0,2012,Spring,Arid South,NA,Samar,Samar Near 3,NA,35.01919,29.82888,19/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,cohmar1,2
Iduna pallida,T0,2012,Spring,Arid South,NA,Samar,Samar Near 3,NA,35.01919,29.82888,19/05/2012 00:00,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar1,3
Hirundo rustica,T0,2012,Spring,Arid South,NA,Samar,Samar Near 3,NA,35.01919,29.82888,19/05/2012 00:00,NA,5,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,barswa,5
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Samar,Samar Near 3,NA,35.01919,29.82888,19/05/2012 00:00,NA,0,2,3,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,5
Streptopelia turtur,T0,2012,Spring,Arid South,NA,Samar,Samar Near 3,NA,35.01919,29.82888,19/05/2012 00:00,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eutdov,2
Galerida cristata,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 2,NA,35.12991,30.1011,27/05/2012 00:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,0
Oenanthe monacha,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 2,NA,35.12991,30.1011,27/05/2012 00:00,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,hoowhe1,2
Riparia riparia,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 2,NA,35.12991,30.1011,27/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,banswa,1
Galerida cristata,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 5,NA,35.12581,30.09056,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,1
Iduna pallida,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 5,NA,35.12581,30.09056,27/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,eaowar1,2
Passer domesticus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 5,NA,35.12581,30.09056,27/05/2012 00:00,NA,4,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,houspa,4
Ammomanes deserti,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 6,NA,35.12087,30.07047,27/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,deslar1,1
Hirundo rustica,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 6,NA,35.12087,30.07047,27/05/2012 00:00,NA,0,0,0,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,barswa,0
Riparia riparia,T0,2012,Spring,Arid South,NA,Yahel,Yahel Far 6,NA,35.12087,30.07047,27/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,banswa,2
Cercotrichas galactotes,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,rutscr1,1
Falco subbuteo,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eurhob,1
Falco tinnunculus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eurkes,1
Iduna pallida,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar1,2
Hirundo rustica,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,5,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,barswa,5
Lanius nubicus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,masshr1,1
Passer domesticus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,1,5,0,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,houspa,6
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,2,3,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,whsbul1,5
Riparia riparia,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,banswa,2
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,2
Streptopelia turtur,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eutdov,1
Sylvia atricapilla,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 1,NA,35.13799,30.07744,27/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,blackc1,1
Cercotrichas galactotes,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,rutscr1,1
Iduna pallida,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar1,1
Passer hispaniolensis,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,spaspa1,3
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,whsbul1,1
Riparia riparia,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,banswa,2
Spilopelia senegalensis,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,3,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,laudov1,3
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,2,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,3
Streptopelia turtur,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eutdov,1
Curruca crassirostris,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar2,1
Argya squamiceps,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 3,NA,35.14347,30.08588,27/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,arabab1,2
Falco subbuteo,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eurhob,1
Galerida cristata,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,crelar1,2
Lanius nubicus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,masshr1,2
Passer domesticus,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,10,5,0,0,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,houspa,15
Spilopelia senegalensis,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,0,7,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,laudov1,7
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,0,3,4,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eucdov,7
Curruca curruca,T0,2012,Spring,Arid South,NA,Yahel,Yahel Near 4,NA,35.13105,30.06951,27/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,leswhi4,1
Corvus ruficollis,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 4,NA,35.0493,29.902,19/05/2012 00:00,NA,0,0,0,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,brnrav1,0
Galerida cristata,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 4,NA,35.0493,29.902,19/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,1
Onychognathus tristramii,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 4,NA,35.0493,29.902,19/05/2012 00:00,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,trista1,1
Spilopelia senegalensis,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 4,NA,35.0493,29.902,19/05/2012 00:00,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,laudov1,2
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 4,NA,35.0493,29.902,19/05/2012 00:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,eucdov,0
Corvus ruficollis,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 5,NA,35.05549,29.906,19/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,brnrav1,1
Cercotrichas galactotes,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 5,NA,35.05549,29.906,19/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,rutscr1,2
Galerida cristata,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 5,NA,35.05549,29.906,19/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,1
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 5,NA,35.05549,29.906,19/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,whsbul1,2
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 5,NA,35.05549,29.906,19/05/2012 00:00,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,eucdov,1
Galerida cristata,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 6,NA,35.0608,29.90968,19/05/2012 00:00,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,crelar1,2
Lanius excubitor,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 6,NA,35.0608,29.90968,19/05/2012 00:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,norshr1,1
Merops cyanophrys,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 6,NA,35.0608,29.90968,19/05/2012 00:00,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,grnbee2,1
Streptopelia decaocto,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Far 6,NA,35.0608,29.90968,19/05/2012 00:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,TRUE,Far,NA,NA,NA,,NA,NA,eucdov,0
Cercotrichas galactotes,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,rutscr1,4
Iduna pallida,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,eaowar1,3
Hirundo rustica,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,0,0,20,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,barswa,20
Cinnyris osea,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,palsun2,1
Oena capensis,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,namdov1,1
Prinia gracilis,T0,2012,Spring,Arid South,NA,Yotvata,Yotvata Near 1a,NA,35.06235,29.87943,19/05/2012 00:00,NA,1,3,3,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,TRUE,Near,NA,NA,NA,,NA,NA,grapri1,7
