SciName,campaign,year,season,unit,subunit,site,point_name,habitat,orig_lon,orig_lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250,latitude,longitude
Passer domesticus,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,1,0,0,B,Eyal Shochat,,,,78.0,1,,,,,,,False,Far,,,,,,,houspa,1,30.6969,35.25442
Pycnonotus xanthopygos,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,0,1,0,A,Eyal Shochat,,,,78.0,1,,,,,,,False,Far,,,,,,,whsbul1,1,30.6969,35.25442
Streptopelia decaocto,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,0,0,4,A,Eyal Shochat,,,,78.0,4,,,,,,,False,Far,,,,,,,eucdov,0,30.6969,35.25442
Streptopelia decaocto,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,1,0,2,B,Eyal Shochat,,,,78.0,3,,,,,,,False,Far,,,,,,,eucdov,1,30.6969,35.25442
Sylvia atricapilla,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,1,0,0,B,Eyal Shochat,,,,78.0,1,,,,,,,False,Far,,,,,,,blackc1,1,30.6969,35.25442
Curruca curruca,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,0,1,0,0,A,Eyal Shochat,,,,78.0,1,,,,,,,False,Far,,,,,,,leswhi4,1,30.6969,35.25442
Curruca curruca,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3,,35.25442,30.6969,21/04/2020 03:00,09:10:40,1,1,0,0,B,Eyal Shochat,,,,78.0,2,,,,,,,False,Far,,,,,,,leswhi4,2,30.6969,35.25442
Apus apus,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,Far,,,,,,,comswi,2,30.69903,35.25089
Oenanthe melanura,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,Far,,,,,,,blacks1,2,30.69903,35.25089
Iduna pallida,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Far,,,,,,,eaowar1,1,30.69903,35.25089
Merops apiaster,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,0,0,0,5,,,,,,,5,,,,,,,True,Far,,,,,,,eubeat1,0,30.69903,35.25089
Merops cyanophrys,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Far,,,,,,,grnbee2,1,30.69903,35.25089
Streptopelia decaocto,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Far 3a,,35.25089,30.69903,18/05/2012 00:00,,0,0,0,5,,,,,,,5,,,,,,,True,Far,,,,,,,eucdov,0,30.69903,35.25089
Ardeola ralloides,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,squher1,1,30.6864,35.24804
Iduna pallida,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,eaowar1,1,30.6864,35.24804
Hirundo rustica,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,barswa,1,30.6864,35.24804
Lanius nubicus,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,1,0,,,,,,,2,,,,,,,True,Near,,,,,,,masshr1,2,30.6864,35.24804
Motacilla flava,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,eaywag1,1,30.6864,35.24804
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,Near,,,,,,,whsbul1,1,30.6864,35.24804
Scotocerca inquieta,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,stswar1,1,30.6864,35.24804
Spilopelia senegalensis,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,3,0,0,,,,,,,3,,,,,,,True,Near,,,,,,,laudov1,3,30.6864,35.24804
Streptopelia decaocto,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,1,0,,,,,,,2,,,,,,,True,Near,,,,,,,eucdov,2,30.6864,35.24804
Sylvia atricapilla,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,blackc1,1,30.6864,35.24804
Sylvia borin,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,garwar1,1,30.6864,35.24804
Cercotrichas galactotes,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,27/05/2014 00:00,,0,0,1,1,,,,,,,2,,,,,,,False,Near,,,,,,,rutscr1,1,30.6864,35.24804
Pycnonotus xanthopygos,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,27/05/2014 00:00,,0,0,4,0,,,,,,,4,,,,,,,False,Near,,,,,,,whsbul1,4,30.6864,35.24804
Streptopelia decaocto,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,27/05/2014 00:00,,0,2,5,1,,,,,,,8,,,,,,,False,Near,,,,,,,eucdov,7,30.6864,35.24804
Streptopelia turtur,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,27/05/2014 00:00,,2,0,1,0,,,,,,,3,,,,,,,False,Near,,,,,,,eutdov,3,30.6864,35.24804
Vanellus spinosus,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,27/05/2014 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,Near,,,,,,,spwlap1,2,30.6864,35.24804
Buteo buteo,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,0,0,0,1,,,,,,,1,,,,,,,False,Near,,,,,,,combuz1,0,30.6864,35.24804
Passer domesticus,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,0,10,10,0,,,,,,,20,,,,,,,False,Near,,,,,,,houspa,20,30.6864,35.24804
Passer domesticus,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,1,0,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,houspa,1,30.6864,35.24804
Prinia gracilis,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,0,1,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,grapri1,1,30.6864,35.24804
Pycnonotus xanthopygos,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,1,0,0,2,,,,,,,3,,,,,,,False,Near,,,,,,,whsbul1,1,30.6864,35.24804
Streptopelia decaocto,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,2,5,5,0,,,,,,,12,,,,,,,False,Near,,,,,,,eucdov,12,30.6864,35.24804
Sylvia atricapilla,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,0,0,2,0,,,,,,,2,,,,,,,False,Near,,,,,,,blackc1,2,30.6864,35.24804
Vanellus spinosus,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,19/04/2016 00:00,07:23:00,0,0,1,0,,,,,,,1,,,,,,,False,Near,,,,,,,spwlap1,1,30.6864,35.24804
Ammomanes deserti,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,0,1,0,A,,,,בתעופה,,1,,,,,,,False,Near,,,,,,,deslar1,1,30.6864,35.24804
Apus apus,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,0,3,0,B,,,,,,3,,,,,,,False,Near,,,,,,,comswi,3,30.6864,35.24804
Iduna pallida,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,1,0,0,B,,,,,,1,,,,,,,False,Near,,,,,,,eaowar1,1,30.6864,35.24804
Ptyonoprogne fuligula,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,1,0,0,0,A,,,,,,1,,,,,,,False,Near,,,,,,,rocmar2,1,30.6864,35.24804
Hirundo rustica,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,4,0,0,B,,,,,,4,,,,,,,False,Near,,,,,,,barswa,4,30.6864,35.24804
Merops cyanophrys,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,1,0,0,B,,,,,,1,,,,,,,False,Near,,,,,,,grnbee2,1,30.6864,35.24804
Milvus migrans,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,1,0,0,A,,,,,,1,,,,,,,False,Near,,,,,,,blakit1,1,30.6864,35.24804
Motacilla flava,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,1,0,0,B,,,,בתעופה,,1,,,,,,,False,Near,,,,,,,eaywag1,1,30.6864,35.24804
Passer domesticus,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,0,2,0,A,,,,,,2,,,,,,,False,Near,,,,,,,houspa,2,30.6864,35.24804
Pycnonotus xanthopygos,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,2,0,0,A,,,,,,2,,,,,,,False,Near,,,,,,,whsbul1,2,30.6864,35.24804
Streptopelia decaocto,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,0,1,1,A,,,,,,2,,,,,,,False,Near,,,,,,,eucdov,1,30.6864,35.24804
Streptopelia decaocto,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,0,3,0,B,,,,,,3,,,,,,,False,Near,,,,,,,eucdov,3,30.6864,35.24804
Sylvia atricapilla,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,0,1,0,0,B,,,,,,1,,,,,,,False,Near,,,,,,,blackc1,1,30.6864,35.24804
Curruca curruca,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2018 00:00,08:00:00,1,0,0,0,A,,,,,,1,,,,,,,False,Near,,,,,,,leswhi4,1,30.6864,35.24804
Ammomanes deserti,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,1,0,A,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,deslar1,1,30.6864,35.24804
Buteo buteo,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,1,0,B,Eyal Shochat,,,נחת בראש שיטה,39.0,1,,,,,,,False,Near,,,,,,,combuz1,1,30.6864,35.24804
Hirundo rustica,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,1,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,barswa,1,30.6864,35.24804
Lanius nubicus,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,1,0,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,masshr1,1,30.6864,35.24804
Luscinia luscinia,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,1,0,0,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,thrnig1,1,30.6864,35.24804
Passer domesticus,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,5,5,0,A,Eyal Shochat,,,,39.0,10,,,,,,,False,Near,,,,,,,houspa,10,30.6864,35.24804
Passer domesticus,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,3,0,B,Eyal Shochat,,,,39.0,3,,,,,,,False,Near,,,,,,,houspa,3,30.6864,35.24804
Prinia gracilis,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,1,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,grapri1,1,30.6864,35.24804
Pycnonotus xanthopygos,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,1,0,1,0,A,Eyal Shochat,,,,39.0,2,,,,,,,False,Near,,,,,,,whsbul1,2,30.6864,35.24804
Rhodospiza obsoleta,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,1,0,0,B,Eyal Shochat,,,במעוף נמוך,39.0,1,,,,,,,False,Near,,,,,,,desfin2,1,30.6864,35.24804
Streptopelia decaocto,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,1,5,6,A,Eyal Shochat,,,,39.0,12,,,,,,,False,Near,,,,,,,eucdov,6,30.6864,35.24804
Streptopelia decaocto,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,2,2,B,Eyal Shochat,,,,39.0,4,,,,,,,False,Near,,,,,,,eucdov,2,30.6864,35.24804
Streptopelia turtur,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,1,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,eutdov,1,30.6864,35.24804
Sylvia atricapilla,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,2,1,0,0,A,Eyal Shochat,,,,39.0,3,,,,,,,False,Near,,,,,,,blackc1,3,30.6864,35.24804
Sylvia atricapilla,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,2,3,0,0,B,Eyal Shochat,,,,39.0,5,,,,,,,False,Near,,,,,,,blackc1,5,30.6864,35.24804
Curruca curruca,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,1,0,0,0,B,Eyal Shochat,,,,39.0,1,,,,,,,False,Near,,,,,,,leswhi4,1,30.6864,35.24804
Vanellus spinosus,T3,2020,Spring,Arid South,,Ein Yahav,Ein Yahav Near 1,,35.24804,30.6864,21/04/2020 03:00,09:31:40,0,0,2,0,B,Eyal Shochat,,,,39.0,2,,,,,,,False,Near,,,,,,,spwlap1,2,30.6864,35.24804
Ammoperdix heyi,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,sanpar1,1,30.68876,35.2517
Cercotrichas galactotes,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,Near,,,,,,,rutscr1,1,30.68876,35.2517
Iduna pallida,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,True,Near,,,,,,,eaowar1,2,30.68876,35.2517
Passer domesticus,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,5,0,5,,,,,,,10,,,,,,,True,Near,,,,,,,houspa,5,30.68876,35.2517
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,Near,,,,,,,whsbul1,2,30.68876,35.2517
Rhodospiza obsoleta,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,Near,,,,,,,desfin2,2,30.68876,35.2517
Streptopelia decaocto,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 2,,35.2517,30.68876,18/05/2012 00:00,,0,0,2,4,,,,,,,6,,,,,,,True,Near,,,,,,,eucdov,2,30.68876,35.2517
Ammomanes deserti,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,1,1,0,,,,,,,2,,,,,,,True,Near,,,,,,,deslar1,2,30.69268,35.25697
Corvus ruficollis,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,True,Near,,,,,,,brnrav1,2,30.69268,35.25697
Galerida cristata,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,crelar1,1,30.69268,35.25697
Hirundo rustica,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,barswa,1,30.69268,35.25697
Lanius nubicus,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,masshr1,1,30.69268,35.25697
Merops apiaster,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,Near,,,,,,,eubeat1,1,30.69268,35.25697
Passer hispaniolensis,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,0,10,0,,,,,,,10,,,,,,,True,Near,,,,,,,spaspa1,10,30.69268,35.25697
Pycnonotus xanthopygos,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,Near,,,,,,,whsbul1,1,30.69268,35.25697
Spilopelia senegalensis,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,0,4,0,,,,,,,4,,,,,,,True,Near,,,,,,,laudov1,4,30.69268,35.25697
Streptopelia decaocto,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,7,5,0,,,,,,,12,,,,,,,True,Near,,,,,,,eucdov,12,30.69268,35.25697
Streptopelia turtur,T0,2012,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,18/05/2012 00:00,,0,4,11,0,,,,,,,15,,,,,,,True,Near,,,,,,,eutdov,15,30.69268,35.25697
Cercotrichas galactotes,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,27/05/2014 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,rutscr1,1,30.69268,35.25697
Galerida cristata,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,27/05/2014 00:00,,1,0,1,0,,,,,,,2,,,,,,,False,Near,,,,,,,crelar1,2,30.69268,35.25697
Rhodospiza obsoleta,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,27/05/2014 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,Near,,,,,,,desfin2,2,30.69268,35.25697
Streptopelia decaocto,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,27/05/2014 00:00,,0,4,3,1,,,,,,,8,,,,,,,False,Near,,,,,,,eucdov,7,30.69268,35.25697
Streptopelia turtur,T0,2014,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,27/05/2014 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,Near,,,,,,,eutdov,1,30.69268,35.25697
Ammomanes deserti,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,1,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,deslar1,1,30.69268,35.25697
Cercotrichas galactotes,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,0,1,0,,,,,,,1,,,,,,,False,Near,,,,,,,rutscr1,1,30.69268,35.25697
Emberiza hortulana,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,0,6,0,,,,,,,6,,,,,,,False,Near,,,,,,,ortbun1,6,30.69268,35.25697
Hirundo rustica,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,2,0,0,0,,,,,,,2,,,,,,,False,Near,,,,,,,barswa,2,30.69268,35.25697
Phoenicurus phoenicurus,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,1,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,comred2,1,30.69268,35.25697
Prinia gracilis,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,3,2,0,0,,,,,,,5,,,,,,,False,Near,,,,,,,grapri1,5,30.69268,35.25697
Rhodospiza obsoleta,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,1,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,desfin2,1,30.69268,35.25697
Streptopelia turtur,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,0,2,2,0,,,,,,,4,,,,,,,False,Near,,,,,,,eutdov,4,30.69268,35.25697
Curruca curruca,T1,2016,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,19/04/2015 00:00,07:50:00,1,0,0,0,,,,,,,1,,,,,,,False,Near,,,,,,,leswhi4,1,30.69268,35.25697
Ammomanes deserti,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,0,1,0,B,,,,,,1,,,,,,,False,Near,,,,,,,deslar1,1,30.69268,35.25697
Apus pallidus,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,5,0,0,A,,,,בתעופה,,5,,,,,,,False,Near,,,,,,,palswi3,5,30.69268,35.25697
Milvus migrans,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,0,0,2,A,,,,על עץ,,2,,,,,,,False,Near,,,,,,,blakit1,0,30.69268,35.25697
Prinia gracilis,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,1,0,0,A,,,,,,1,,,,,,,False,Near,,,,,,,grapri1,1,30.69268,35.25697
Prinia gracilis,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,1,0,0,B,,,,,,1,,,,,,,False,Near,,,,,,,grapri1,1,30.69268,35.25697
Streptopelia decaocto,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,0,2,5,A,,,,,,7,,,,,,,False,Near,,,,,,,eucdov,2,30.69268,35.25697
Streptopelia turtur,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,0,0,1,A,,,,,,1,,,,,,,False,Near,,,,,,,eutdov,0,30.69268,35.25697
Sylvia atricapilla,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,2,0,0,A,,,,,,2,,,,,,,False,Near,,,,,,,blackc1,2,30.69268,35.25697
Curruca curruca,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,1,0,0,A,,,,,,1,,,,,,,False,Near,,,,,,,leswhi4,1,30.69268,35.25697
Curruca curruca,T2,2018,Spring,Arid South,,Ein Yahav,Ein Yahav Near 3,,35.25697,30.69268,21/04/2018 00:00,08:06:00,0,1,0,0,B,,,,,,1,,,,,,,False,Near,,,,,,,leswhi4,1,30.69268,35.25697
